t,predContinuityMSE
0,0.0005574573879130185
1,0.0006035698461346328
2,0.0005190370720811188
3,0.0005634318804368377
4,0.0004041133215650916
5,0.00041834244620986283
6,0.0004111496382392943
7,0.0004115232441108674
8,0.0003320901596453041
9,0.00031641448731534183
10,0.00032496327185072005
11,0.0003438664134591818
12,0.00039009697502478957
13,0.00040171376895159483
14,0.0004577204817906022
15,0.00045881420373916626
16,0.0004562202957458794
17,0.0004679995763581246
18,0.00037456542486324906
19,0.00041865496314130723
20,0.0003349095059093088
21,0.0003388758923392743
22,0.0004128244472667575
23,0.00037066586082801223
24,0.00043779032421298325
25,0.000380306359147653
26,0.0004157439689151943
27,0.00045018745004199445
28,0.0003945069620385766
29,0.0003789168840739876
30,0.0003379114205017686
31,0.00031050562392920256
32,0.00031411091913469136
33,0.00041451348806731403
34,0.0004037951584905386
35,0.0003592618159018457
36,0.00038684424362145364
37,0.0003846743784379214
38,0.0003821224672719836
39,0.0003572811256162822
40,0.00037289460306055844
41,0.00039209192618727684
42,0.00032973269117064774
43,0.00035229066270403564
44,0.00030657195020467043
45,0.0002901630650740117
46,0.0003550997644197196
47,0.0003533271374180913
48,0.00039806042332202196
49,0.00038875354221090674
50,0.00045333150774240494
51,0.0004020181659143418
52,0.0004662791034206748
53,0.0004272565711289644
54,0.00039175833808258176
55,0.0003519345191307366
56,0.00032808244577609
57,0.0003336257941555232
58,0.0003591101849451661
59,0.0004027369141113013
60,0.0003980589972343296
61,0.00040675615309737623
62,0.00042498024413362145
63,0.0004892530851066113
64,0.00047455145977437496
65,0.0005099964328110218
66,0.0005188878276385367
67,0.0004656314558815211
68,0.00041951509774662554
69,0.0003974952269345522
70,0.0003755593206733465
71,0.00042198700248263776
72,0.00042745337123051286
73,0.0004218079848214984
74,0.00044430699199438095
75,0.00041628655162639916
76,0.00040738622192293406
77,0.00040308909956365824
78,0.00039946308243088424
79,0.0005023559788241982
80,0.0003924831689801067
81,0.0004009321564808488
82,0.00042036650120280683
83,0.00039194265264086425
84,0.00043661834206432104
85,0.00045833218609914184
86,0.00045915626105852425
87,0.00051545025780797
88,0.0004821891780011356
89,0.0004773589607793838
90,0.00043853159877471626
91,0.000400639051804319
92,0.0004177793744020164
93,0.00038779553142376244
94,0.0004125595442019403
95,0.000420619297074154
96,0.0004184693389106542
97,0.00037077523302286863
98,0.000374771625502035
99,0.0003701495297718793
100,0.0003826442116405815
101,0.00034706390579231083
102,0.0003687108983285725
103,0.00034191692247986794
104,0.0004529718717094511
105,0.00035851853317581117
106,0.0003759472456295043
107,0.00042225109064020216
108,0.0003876346745528281
109,0.0003856138791888952
110,0.0004144202102907002
111,0.0004285828908905387
112,0.0004324980254750699
113,0.0004273290978744626
114,0.00043741727131418884
115,0.00043708927114494145
116,0.0004001475463155657
117,0.00044023143709637225
118,0.0004104951221961528
119,0.00037950114347040653
120,0.00039613450644537807
121,0.00037176450132392347
122,0.00033010749029926956
123,0.00034916235017590225
124,0.00031545539968647063
125,0.0003435866383370012
126,0.00033813220215961337
127,0.00031231879256665707
128,0.0003287390572950244
129,0.0003112469566985965
130,0.00035906725679524243
131,0.0003315574140287936
132,0.0003723222471307963
133,0.0003555561415851116
134,0.0004124124243389815
135,0.0003632896696217358
136,0.000360464327968657
137,0.0004466763057280332
138,0.00039008009480312467
139,0.0004287528863642365
140,0.00041669060010463
141,0.0004444907244760543
142,0.0003687843563966453
143,0.00044997199438512325
144,0.0003719395608641207
145,0.0004393925773911178
146,0.00035823139478452504
147,0.0003617753682192415
148,0.00036297106998972595
149,0.00033012093626894057
150,0.00030354378395713866
151,0.0003357701643835753
152,0.00034063856583088636
153,0.0003382760041859001
154,0.0004021278873551637
155,0.000369766668882221
156,0.00040780752897262573
157,0.00044899151544086635
158,0.0004297158739063889
159,0.00043206990812905133
160,0.00038920275983400643
161,0.0004579360829666257
162,0.00044382852502167225
163,0.00041283367318101227
164,0.0004385361389722675
165,0.0004081657389178872
166,0.0004500876530073583
167,0.000407167972298339
168,0.0004239418776705861
169,0.0003976328007411212
170,0.0003483367327135056
171,0.0003769771137740463
172,0.0003299355448689312
173,0.00032608749461360276
174,0.0002677377196960151
175,0.0002737894537858665
176,0.0002645497443154454
177,0.0002527140313759446
178,0.00026459942455403507
179,0.0002568828349467367
180,0.00025984254898503423
181,0.00030037248507142067
182,0.00030091695953160524
183,0.00033447184250690043
184,0.00029347557574510574
185,0.00036975310649722815
186,0.00037941214395686984
187,0.00038116303039714694
188,0.00036672657006420195
189,0.000347758672432974
190,0.0003141916822642088
191,0.00037245129351504147
192,0.0004162304394412786
193,0.00045931071508675814
194,0.0004463953373488039
195,0.0004360729071777314
196,0.000437653943663463
197,0.0004359484591986984
198,0.000412044144468382
199,0.00046120298793539405
200,0.0003552073030732572
201,0.0003015172842424363
202,0.0003162955981679261
203,0.00030518791754730046
204,0.0002681272162590176
205,0.00029828326660208404
206,0.0002916387456934899
207,0.0003467775823082775
208,0.0003124391660094261
209,0.0004170932515989989
210,0.00040633126627653837
211,0.0004026757087558508
212,0.00041951777529902756
213,0.0004157822986599058
214,0.0004280780558474362
215,0.0004585320421028882
216,0.0004432664718478918
217,0.00045924214646220207
