t,predContinuityMSE
0,0.0005574573879130185
1,0.0005583627498708665
2,0.0004781583265867084
3,0.0003523598425090313
4,0.0003418748383410275
5,0.00035101661342196167
6,0.00039872556226328015
7,0.00029283802723512053
8,0.00031568994745612144
9,0.00028174242470413446
10,0.00023089164460543543
11,0.00026179588166996837
12,0.00026593494112603366
13,0.00032269422081299126
14,0.00026728337979875505
15,0.00028226745780557394
16,0.00038233675877563655
17,0.00026047747815027833
18,0.00026198491104878485
19,0.0002364954852964729
20,0.0002761314099188894
21,0.0002221019531134516
22,0.0002168650971725583
23,0.0002626356144901365
24,0.0002478423994034529
25,0.0002668254601303488
26,0.0003119226894341409
27,0.00024291146837640554
28,0.00023488524311687797
29,0.0002758006739895791
30,0.0002359342179261148
31,0.00024105102056637406
32,0.00024874910013750196
33,0.0002345567918382585
34,0.0003598705225158483
35,0.0002554671955294907
36,0.00024331588065251708
37,0.00028923104400746524
38,0.00030568905640393496
39,0.0002703888458199799
40,0.0002458776580169797
41,0.00020555501396302134
42,0.0002228472731076181
43,0.0001981621899176389
44,0.0001743988395901397
45,0.00019565594266168773
46,0.00024298529024235904
47,0.0002716065791901201
48,0.00022665421420242637
49,0.00023334445722866803
50,0.0002447449369356036
51,0.0001879560004454106
52,0.0002310654817847535
53,0.00019729993073269725
54,0.00015055644325912
55,0.00021152305998839438
56,0.0001473792508477345
57,0.00017404933169018477
58,0.00024829054018482566
59,0.00020009330182801932
60,0.00018367618031334132
61,0.0002068308531306684
62,0.0001900752540677786
63,0.00016884802607819438
64,0.00018916850967798382
65,0.00015984210767783225
66,0.00016044382937252522
67,0.00016702817811165005
68,0.00017841786029748619
69,0.00015953484398778528
70,0.00018085131887346506
71,0.00013716908870264888
72,0.0001363894116366282
73,0.0001605775614734739
74,0.0001722826564218849
75,0.00014684513735119253
76,0.00011548517795745283
77,0.00013664489961229265
78,0.00011448726581875235
79,0.00013136341294739395
80,0.00015397697279695421
81,0.00014491946785710752
82,0.00010020689660450444
83,0.0001366300566587597
84,0.000266500428551808
85,0.0001196219673147425
86,0.00021852970530744642
87,0.0001891156134661287
88,0.00015990377869457006
89,0.000176934918272309
90,0.00013702995784115046
91,0.0002503216965124011
92,0.00013991350715514272
93,0.00023542778217233717
94,0.0001929822174133733
95,0.00022907418315298855
96,0.00017052360635716468
97,0.00025291892234236
98,0.0002549953351262957
99,0.00025863273185677826
100,0.0002657830191310495
101,0.0002549372729845345
102,0.0002696770243346691
103,0.00036207790253683925
104,0.0002719179610721767
105,0.00020437725470401347
106,0.00018691833247430623
107,0.0001443567598471418
108,0.00022827653447166085
109,0.00018711671873461455
110,0.0001908342237584293
111,0.000168897386174649
112,0.00017139766714535654
113,0.00022218836238607764
114,0.0001857267925515771
115,0.00020371681603137404
116,0.0002180535957450047
117,0.0001762417086865753
118,0.00016983377281576395
119,0.0001899449125630781
120,0.00019913390860892832
121,0.00020188374037388712
122,0.0003536794683896005
123,0.0002534008526708931
124,0.00029153842478990555
125,0.00022905654623173177
126,0.00019133504247292876
127,0.00017579457198735327
128,0.00012683811655733734
129,0.00015359118697233498
130,0.00016720719577278942
131,0.0001318845897912979
132,0.0001395770232193172
133,0.00021449272753670812
134,0.00014995654055383056
135,0.0001424738293280825
136,0.00016223419515881687
137,0.00015767138393130153
138,0.0001457807666156441
139,0.00029584584990516305
140,0.0003948072262573987
141,0.00012400186096783727
142,0.0001541593373985961
143,0.00015468450146727264
144,0.00015097917639650404
145,0.00016829378728289157
146,0.00017360282072331756
147,0.00017031346214935184
148,0.00018571704276837409
149,0.00022541977523360401
150,0.00016968429554253817
151,0.00012714863987639546
152,0.00015267747221514583
153,0.00016263819998130202
154,0.00016595239867456257
155,0.00017401966033503413
156,0.00018447665206622332
157,0.00026320232427679
158,0.00027294951723888516
159,0.00025393624673597515
160,0.00017889113223645836
161,0.00022623605036642402
162,0.0001990188902709633
163,0.0002002543187700212
164,0.0001848321408033371
165,0.00027794120251201093
166,0.00025039646425284445
167,0.00022209298913367093
168,0.00021496352565009147
169,0.00021998447482474148
170,0.00020817587210331112
171,0.00024034582020249218
172,0.00018883687152992934
173,0.00023053403128869832
174,0.00019670241454150528
175,0.0001952143938979134
176,0.00019440459436737
177,0.00018248932610731572
178,0.00016481225611642003
179,0.0002441267715767026
180,0.00021597000886686146
181,0.0002666770596988499
182,0.0002620958839543164
183,0.00019994255853816867
184,0.00015675586473662406
185,0.00012842233991250396
186,0.00014529847248923033
187,0.00018111073586624116
188,0.0001569979649502784
189,0.00013768355711363256
190,0.0001819004100980237
191,0.000164425655384548
192,0.00018756522331386805
193,0.0001950057048816234
194,0.00018121398170478642
195,0.00019048879039473832
196,0.00021617216407321393
197,0.00018417496175970882
198,0.00021750824816990644
199,0.0001859197800513357
200,0.00016600608068984002
201,0.0001831668778322637
202,0.00016189718735404313
203,0.00014608782657887787
204,0.00018130427633877844
205,0.0002166901103919372
206,0.00014186531188897789
207,0.00016881601186469197
208,0.00015105736383702606
209,0.0001616257504792884
210,0.00018173048738390207
211,0.00017734148423187435
212,0.00016743775631766766
213,0.00016784161562100053
214,0.0001642087590880692
215,0.00017725699581205845
216,0.00017041749379131943
217,0.00018230450223200023
218,0.00017673117690719664
219,0.0001655667438171804
220,0.00019409693777561188
221,0.0002603243920020759
222,0.00015740786329843104
223,0.00016324635362252593
224,0.00018682000518310815
225,0.00017254386330023408
226,0.00015637378965038806
227,0.00017131945060100406
228,0.00019247927411925048
229,0.0001962793612619862
230,0.00016943798982538283
231,0.00027335708728060126
232,0.0001954419130925089
233,0.00018290664593223482
234,0.00023597008839715272
235,0.0002236481086583808
236,0.00018640579946804792
237,0.000254165381193161
238,0.0002062228013528511
239,0.0002529055636841804
240,0.00029272292158566415
241,0.0002092763315886259
242,0.00024376818328164518
243,0.00017176616529468447
244,0.00019981076184194535
245,0.00016847869846969843
246,0.00017678472795523703
247,0.00018443225417286158
248,0.00023636117111891508
249,0.0002171127125620842
250,0.00025431119138374925
251,0.0001902974909171462
252,0.0002585356414783746
253,0.0002654108393471688
254,0.00023665092885494232
255,0.0002978181291837245
256,0.0003477181599009782
257,0.00020906465942971408
258,0.00022223047562874854
259,0.00025955174351111054
